LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
VPS53,S000003566,YJL029C,VPS53,Vacuolar Protein Sorting,,"Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; required for vacuolar protein sorting; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p; human ortholog is implicated in progressive cerebello-cerebral atrophy type 2 (PCCA2)"
VPS61,S000002543,YDR136C,VPS61,Vacuolar Protein Sorting,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 4% of ORF overlaps the verified gene RGP1; deletion causes a vacuolar protein sorting defect"
VRG4,S000003193,YGL225W,VRG4,Vandate Resistance Glycosylation,,"Golgi GDP-mannose transporter; regulates Golgi function and glycosylation in Golgi; VRG4 has a paralog, HVG1, that arose from the whole genome duplication"
VTC4,S000003549,YJL012C,VTC4,Vacuolar Transporter Chaperone,,Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion; protein abundance increases in response to DNA replication stress
VTI1,S000004810,YMR197C,VTI1,Vps10 (Ten) Interacting,"Essential gene; repression or conditional mutation disrupt intra-Golgi and vacuolar protein transport; in large-scale studies, conditional mutant displays chromosome instability at the semi-permissive temperature; repression confers increased competitive fitness, sensitivity to HU and MMS, and resistance to myriocin; overexpression confers senstiivity to rapamycin
","Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES, Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant"
WBP1,S000000728,YEL002C,WBP1,Wheat germ agglutinin-Binding Protein,"Essential gene; ts mutant displays under-glycosylation of carboxypeptidase Y at the permissive temperature and increased apoptosis at restrictive temperature; mutant is sensitive to hygromycin B; in large-scale studies, repression confers decreased competitive fitness, increased frequency of chromosomal rearrangements and loss, and sensitivity to MMS
",Beta subunit of the oligosaccharyl transferase glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum; human homolog DDOST can complement yeast growth defect during down-regulation of yeast gene
WRS1,S000005457,YOL097C,WRS1,W (tryptophan) RS (tRNA synthetase),"Essential gene; in large-scale studies, repression causes reduced competitive fitness while overexpression confers slow growth and resistance to rapamycin
",Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant
YAE1,S000003828,YJR067C,YAE1,,,"Substrate-specific adaptor protein involved in apo-Rli1p maturation; subunit of the Yae1-Lto1 complex, recruiting apo-Rli1p to the CIA targeting complex, facilitating the insertion of an Fe/S cluster by the Fe-S biosynthetic machinery; deca-GX3 motif crucial for complex formation; essential for aerobic but not anaerobic growth; homolog of human YAE1D1, which is overexpressed in oral cancers; co-expression of YAE1D1 and LTO1 homolog ORAOV1 restores growth and Rli1p maturation after YAE1 depletion"
YAH1,S000006173,YPL252C,YAH1,Yeast Adrenodoxin Homolog,"Essential gene; ts allele causes a decrease in the ratio of heme A to heme B at semi-permissive temperature; repression causes decreased accumulation of uniquinone-6 and increased accumulation of ferric nanoparticles; in large-scale studies, repression confers increased competitive fitness and abnormal mitochondrial morphology; conditional mutant is sensitive to benomyl and MMS
",Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1
YCG1,S000002733,YDR325W,YCG1,Yeast Cap G,,"Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding by the complex; required for tRNA genes clustering at the nucleolus; required for replication slow zone breakage following Mec1p inactivation; transcription is cell cycle regulated, peaking in mitosis and declining in G1; protein is constitutively degraded by the proteasome; rate limiting for condensin recruitment to chromatin"
YCS4,S000004262,YLR272C,YCS4,Yeast Condensin Subunit,,"Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation, chromatin binding of condensin, tRNA gene clustering at the nucleolus, and silencing at the mating type locus; required for replication slow zone (RSZ) breakage following Mec1p inactivation"
YDJ1,S000005008,YNL064C,YDJ1,Yeast dnaJ,"Non-essential gene; null mutant exhibits slow growth, decreased fitness and lifespan, abnormal colony shape and vacuolar morphology, increased sensitivity to heat, oxidative stress, metals, caffeine, cardivascular drug amiodarone, phosphatidylinositol 3-kinase inhibitor wortmannin, Hsp90 inhibitor tanespimycin, TOR inhibitor rapamycin, antioxidant spermine, reducing agent L-1,4-dithiothreitol, microtubule-destabilising agent benomyl, protein synthesis inbibitor cycloheximide, herbicide amitrole, allergen glyoxal, and various alcohols, antibiotics, antifungals, and mutagens; homozygous diploid null mutant displays increased resistance to carcinogen benzo[a]pyrene, and is sensitive to zinc, sorbate, mycotoxin Trichothecin; overexpression confers resistance to TOR inhibitor rapamycin and causes increased invasive growth and prion loss
",Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant
YEF3,S000004239,YLR249W,YEF3,Yeast Elongation Factor,,"Translation elongation factor 3; contains two ABC cassettes; binds and hydrolyzes ATP; YEF3 has a paralog, HEF3, that arose from the whole genome duplication"
YFH1,S000002278,YDL120W,YFH1,Yeast Frataxin Homolog,"Non-essential gene; null mutant fails to respire and loses the mitochondrial genome; null mutant shows elevated mitochondrial iron accumulation and shorter replicative lifespan, and is sensitive to oxidative stress and metals; null mutant scored as inviable in original comprehensive deletion survey; in large-scale studies, repression confers reduced competitive fitness; diploid heterozygous null mutant displays haploinsufficiency; null mutant is resistant to myriocin
",Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog FXN is mutated in Friedrich's ataxia; human FTL gene can complement yeast yfh1 null mutant
YHC1,S000004289,YLR298C,YHC1,Yeast Homolog of human U1C,,"Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein, which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site"
YIF1,S000005207,YNL263C,YIF1,YIP1-Interacting Factor,,"Integral membrane protein; required for the fusion of ER-derived COPII transport vesicles with the Golgi; interacts with Yip1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; homolog of human YIPF3"
YIM2,S000004759,YMR151W,YIM2,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 5% of ORF overlaps the verified gene IMP1"
YIP1,S000003404,YGR172C,YIP1,Ypt-Interacting Protein,"Essential gene; in large-scale studies, repression causes abnormal mitochondrial morphology and cycloheximide resistance; overexpression confers rapamycin resistance and increased invasive growth; conditional mutation causes chromosome instability at semi-permissive temperature; diploid heterozygous null mutant displays haploinsufficiency
","Integral membrane protein; required for the biogenesis of ER-derived COPII transport vesicles; interacts with Yif1p and Yos1p; localizes to the Golgi, the ER, and COPII vesicles; human homolog YIPF5 can complement yeast yip1 mutant"
YJU2,S000001578,YKL095W,YJU2,,,"Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""nineteen complex"") and acts after Prp2p to promote the first catalytic reaction of splicing"
YKT6,S000001679,YKL196C,YKT6,,"Essential gene; repression causes accumulation of ER membranes and cytoplasmic vesicles, and secretion of unprocessed proteins; in large-scale studies, heterozygous null mutant diploid displays haploinsufficiency and sensitivity to human antimicrobial peptides
","Vesicle membrane protein (v-SNARE) with acyltransferase activity; involved in trafficking to and within the Golgi, endocytic trafficking to the vacuole, and vacuolar fusion; membrane localization due to prenylation at the carboxy-terminus; human homolog YKT6 can complement yeast ykt6 mutant"
YML6,S000004487,YML025C,YML6,,,"Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins"
YOS1,S000007651,YER074W-A,YOS1,Yip One Suppressor,,"Integral membrane protein required for ER to Golgi transport; localized to the Golgi, the ER, and COPII vesicles; interacts with Yip1p and Yif1p"
YPD1,S000002394,YDL235C,YPD1,tYrosine Phosphatase Dependent,,Osmotic stress-responsive phosphorelay intermediate sensor protein; phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus
YPI1,S000001899,YFR003C,YPI1,Yeast Phosphatase Inhibitor,,"Regulatory subunit of the type I protein phosphatase (PP1) Glc7p; Glc7p participates in the regulation of a variety of metabolic processes including mitosis and glycogen metabolism; in vitro evidence suggests Ypi1p is an inhibitor of Glc7p while in vivo evidence suggests it is an activator; overproduction causes decreased cellular content of glycogen; partial depletion causes lithium sensitivity, while overproduction confers lithium-tolerance"
YPP1,S000003430,YGR198W,YPP1,alpha-sYnuclein Protective Protein,,"Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4p; is required, along with Efr3p, for the assembly and recruitment of multiple copies of the kinase into phosphoinositide kinase (PIK) patches at the plasma membrane; positively regulates Stt4p; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene"
